case_id,defect_id,category,defect,injection,expected_error_code,detected_error_code,detected_error_codes,severity,critical,case_path,detected,correct_classification,false_pass,status
D01-01,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_01,yes,yes,0,PASS
D01-02,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_02,yes,yes,0,PASS
D01-03,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_03,yes,yes,0,PASS
D01-04,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_04,yes,yes,0,PASS
D01-05,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_05,yes,yes,0,PASS
D01-06,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_06,yes,yes,0,PASS
D01-07,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_07,yes,yes,0,PASS
D01-08,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_08,yes,yes,0,PASS
D01-09,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_09,yes,yes,0,PASS
D01-10,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_10,yes,yes,0,PASS
D01-11,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_11,yes,yes,0,PASS
D01-12,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_12,yes,yes,0,PASS
D01-13,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_13,yes,yes,0,PASS
D01-14,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_14,yes,yes,0,PASS
D01-15,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_15,yes,yes,0,PASS
D01-16,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_16,yes,yes,0,PASS
D01-17,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_17,yes,yes,0,PASS
D01-18,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_18,yes,yes,0,PASS
D01-19,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_19,yes,yes,0,PASS
D01-20,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_20,yes,yes,0,PASS
D01-21,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_21,yes,yes,0,PASS
D01-22,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_22,yes,yes,0,PASS
D01-23,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_23,yes,yes,0,PASS
D01-24,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_24,yes,yes,0,PASS
D01-25,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_25,yes,yes,0,PASS
D01-26,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_26,yes,yes,0,PASS
D01-27,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_27,yes,yes,0,PASS
D01-28,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_28,yes,yes,0,PASS
D01-29,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_29,yes,yes,0,PASS
D01-30,D01,Structural,missing artifact,delete required log artifact,MISSING_ARTIFACT,MISSING_ARTIFACT,MISSING_ARTIFACT,5,true,examples/corrupted_artifact_cases_extended/d01/case_30,yes,yes,0,PASS
D02-01,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_01,yes,yes,0,PASS
D02-02,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_02,yes,yes,0,PASS
D02-03,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_03,yes,yes,0,PASS
D02-04,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_04,yes,yes,0,PASS
D02-05,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_05,yes,yes,0,PASS
D02-06,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_06,yes,yes,0,PASS
D02-07,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_07,yes,yes,0,PASS
D02-08,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_08,yes,yes,0,PASS
D02-09,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_09,yes,yes,0,PASS
D02-10,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_10,yes,yes,0,PASS
D02-11,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_11,yes,yes,0,PASS
D02-12,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_12,yes,yes,0,PASS
D02-13,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_13,yes,yes,0,PASS
D02-14,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_14,yes,yes,0,PASS
D02-15,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_15,yes,yes,0,PASS
D02-16,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_16,yes,yes,0,PASS
D02-17,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_17,yes,yes,0,PASS
D02-18,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_18,yes,yes,0,PASS
D02-19,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_19,yes,yes,0,PASS
D02-20,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_20,yes,yes,0,PASS
D02-21,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_21,yes,yes,0,PASS
D02-22,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_22,yes,yes,0,PASS
D02-23,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_23,yes,yes,0,PASS
D02-24,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_24,yes,yes,0,PASS
D02-25,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_25,yes,yes,0,PASS
D02-26,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_26,yes,yes,0,PASS
D02-27,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_27,yes,yes,0,PASS
D02-28,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_28,yes,yes,0,PASS
D02-29,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_29,yes,yes,0,PASS
D02-30,D02,Structural,extra unindexed artifact,add untracked derived result,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,UNINDEXED_ARTIFACT,3,false,examples/corrupted_artifact_cases_extended/d02/case_30,yes,yes,0,PASS
D03-01,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_01,yes,yes,0,PASS
D03-02,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_02,yes,yes,0,PASS
D03-03,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_03,yes,yes,0,PASS
D03-04,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_04,yes,yes,0,PASS
D03-05,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_05,yes,yes,0,PASS
D03-06,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_06,yes,yes,0,PASS
D03-07,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_07,yes,yes,0,PASS
D03-08,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_08,yes,yes,0,PASS
D03-09,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_09,yes,yes,0,PASS
D03-10,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_10,yes,yes,0,PASS
D03-11,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_11,yes,yes,0,PASS
D03-12,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_12,yes,yes,0,PASS
D03-13,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_13,yes,yes,0,PASS
D03-14,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_14,yes,yes,0,PASS
D03-15,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_15,yes,yes,0,PASS
D03-16,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_16,yes,yes,0,PASS
D03-17,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_17,yes,yes,0,PASS
D03-18,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_18,yes,yes,0,PASS
D03-19,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_19,yes,yes,0,PASS
D03-20,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_20,yes,yes,0,PASS
D03-21,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_21,yes,yes,0,PASS
D03-22,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_22,yes,yes,0,PASS
D03-23,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_23,yes,yes,0,PASS
D03-24,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_24,yes,yes,0,PASS
D03-25,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_25,yes,yes,0,PASS
D03-26,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_26,yes,yes,0,PASS
D03-27,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_27,yes,yes,0,PASS
D03-28,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_28,yes,yes,0,PASS
D03-29,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_29,yes,yes,0,PASS
D03-30,D03,Structural,invalid schema,remove required artifact-index field,SCHEMA_INVALID,SCHEMA_INVALID,SCHEMA_INVALID,5,true,examples/corrupted_artifact_cases_extended/d03/case_30,yes,yes,0,PASS
D04-01,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_01,yes,yes,0,PASS
D04-02,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_02,yes,yes,0,PASS
D04-03,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_03,yes,yes,0,PASS
D04-04,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_04,yes,yes,0,PASS
D04-05,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_05,yes,yes,0,PASS
D04-06,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_06,yes,yes,0,PASS
D04-07,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_07,yes,yes,0,PASS
D04-08,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_08,yes,yes,0,PASS
D04-09,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_09,yes,yes,0,PASS
D04-10,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_10,yes,yes,0,PASS
D04-11,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_11,yes,yes,0,PASS
D04-12,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_12,yes,yes,0,PASS
D04-13,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_13,yes,yes,0,PASS
D04-14,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_14,yes,yes,0,PASS
D04-15,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_15,yes,yes,0,PASS
D04-16,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_16,yes,yes,0,PASS
D04-17,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_17,yes,yes,0,PASS
D04-18,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_18,yes,yes,0,PASS
D04-19,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_19,yes,yes,0,PASS
D04-20,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_20,yes,yes,0,PASS
D04-21,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_21,yes,yes,0,PASS
D04-22,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_22,yes,yes,0,PASS
D04-23,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_23,yes,yes,0,PASS
D04-24,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_24,yes,yes,0,PASS
D04-25,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_25,yes,yes,0,PASS
D04-26,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_26,yes,yes,0,PASS
D04-27,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_27,yes,yes,0,PASS
D04-28,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_28,yes,yes,0,PASS
D04-29,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_29,yes,yes,0,PASS
D04-30,D04,Structural,broken relative path,point manifest entry at missing relative path,BROKEN_PATH,BROKEN_PATH,BROKEN_PATH,5,true,examples/corrupted_artifact_cases_extended/d04/case_30,yes,yes,0,PASS
D05-01,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_01,yes,yes,0,PASS
D05-02,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_02,yes,yes,0,PASS
D05-03,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_03,yes,yes,0,PASS
D05-04,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_04,yes,yes,0,PASS
D05-05,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_05,yes,yes,0,PASS
D05-06,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_06,yes,yes,0,PASS
D05-07,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_07,yes,yes,0,PASS
D05-08,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_08,yes,yes,0,PASS
D05-09,D05,Integrity,hash mismatch,modify CSV result after hashing,HASH_MISMATCH,HASH_MISMATCH,HASH_MISMATCH,5,true,examples/corrupted_artifact_cases_extended/d05/case_09,yes,yes,0,PASS
