case_id,defect_id,category,defect,injection,expected_error_code,detected_error_code,detected_error_codes,severity,critical,case_path,detected,correct_classification,false_pass,status
D16-21,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_21,yes,yes,0,PASS
D16-22,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_22,yes,yes,0,PASS
D16-23,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_23,yes,yes,0,PASS
D16-24,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_24,yes,yes,0,PASS
D16-25,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_25,yes,yes,0,PASS
D16-26,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_26,yes,yes,0,PASS
D16-27,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_27,yes,yes,0,PASS
D16-28,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_28,yes,yes,0,PASS
D16-29,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_29,yes,yes,0,PASS
D16-30,D16,Policy,unsupported hardware claim,add positive hardware-validation claim to package notes,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,UNSUPPORTED_CLAIM,5,true,examples/corrupted_artifact_cases_extended/d16/case_30,yes,yes,0,PASS
D17-01,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_01,yes,yes,0,PASS
D17-02,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_02,yes,yes,0,PASS
D17-03,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_03,yes,yes,0,PASS
D17-04,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_04,yes,yes,0,PASS
D17-05,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_05,yes,yes,0,PASS
D17-06,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_06,yes,yes,0,PASS
D17-07,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_07,yes,yes,0,PASS
D17-08,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_08,yes,yes,0,PASS
D17-09,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_09,yes,yes,0,PASS
D17-10,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_10,yes,yes,0,PASS
D17-11,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_11,yes,yes,0,PASS
D17-12,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_12,yes,yes,0,PASS
D17-13,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_13,yes,yes,0,PASS
D17-14,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_14,yes,yes,0,PASS
D17-15,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_15,yes,yes,0,PASS
D17-16,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_16,yes,yes,0,PASS
D17-17,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_17,yes,yes,0,PASS
D17-18,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_18,yes,yes,0,PASS
D17-19,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_19,yes,yes,0,PASS
D17-20,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_20,yes,yes,0,PASS
D17-21,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_21,yes,yes,0,PASS
D17-22,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_22,yes,yes,0,PASS
D17-23,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_23,yes,yes,0,PASS
D17-24,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_24,yes,yes,0,PASS
D17-25,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_25,yes,yes,0,PASS
D17-26,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_26,yes,yes,0,PASS
D17-27,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_27,yes,yes,0,PASS
D17-28,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_28,yes,yes,0,PASS
D17-29,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_29,yes,yes,0,PASS
D17-30,D17,Policy,simulation-to-hardware escalation,bind software simulation evidence to board-level claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d17/case_30,yes,yes,0,PASS
D18-01,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_01,yes,yes,0,PASS
D18-02,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_02,yes,yes,0,PASS
D18-03,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_03,yes,yes,0,PASS
D18-04,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_04,yes,yes,0,PASS
D18-05,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_05,yes,yes,0,PASS
D18-06,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_06,yes,yes,0,PASS
D18-07,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_07,yes,yes,0,PASS
D18-08,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_08,yes,yes,0,PASS
D18-09,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_09,yes,yes,0,PASS
D18-10,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_10,yes,yes,0,PASS
D18-11,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_11,yes,yes,0,PASS
D18-12,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_12,yes,yes,0,PASS
D18-13,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_13,yes,yes,0,PASS
D18-14,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_14,yes,yes,0,PASS
D18-15,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_15,yes,yes,0,PASS
D18-16,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_16,yes,yes,0,PASS
D18-17,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_17,yes,yes,0,PASS
D18-18,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_18,yes,yes,0,PASS
D18-19,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_19,yes,yes,0,PASS
D18-20,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_20,yes,yes,0,PASS
D18-21,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_21,yes,yes,0,PASS
D18-22,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_22,yes,yes,0,PASS
D18-23,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_23,yes,yes,0,PASS
D18-24,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_24,yes,yes,0,PASS
D18-25,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_25,yes,yes,0,PASS
D18-26,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_26,yes,yes,0,PASS
D18-27,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_27,yes,yes,0,PASS
D18-28,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_28,yes,yes,0,PASS
D18-29,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_29,yes,yes,0,PASS
D18-30,D18,Policy,Yosys-to-Vivado escalation,bind Yosys synthesis output to vendor timing claim,EVIDENCE_LEVEL_ESCALATION,EVIDENCE_LEVEL_ESCALATION,UNSUPPORTED_CLAIM;EVIDENCE_LEVEL_ESCALATION,5,true,examples/corrupted_artifact_cases_extended/d18/case_30,yes,yes,0,PASS
D19-01,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_01,yes,yes,0,PASS
D19-02,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_02,yes,yes,0,PASS
D19-03,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_03,yes,yes,0,PASS
D19-04,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_04,yes,yes,0,PASS
D19-05,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_05,yes,yes,0,PASS
D19-06,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_06,yes,yes,0,PASS
D19-07,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_07,yes,yes,0,PASS
D19-08,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_08,yes,yes,0,PASS
D19-09,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_09,yes,yes,0,PASS
D19-10,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_10,yes,yes,0,PASS
D19-11,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_11,yes,yes,0,PASS
D19-12,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_12,yes,yes,0,PASS
D19-13,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_13,yes,yes,0,PASS
D19-14,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_14,yes,yes,0,PASS
D19-15,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_15,yes,yes,0,PASS
D19-16,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_16,yes,yes,0,PASS
D19-17,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_17,yes,yes,0,PASS
D19-18,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_18,yes,yes,0,PASS
D19-19,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_19,yes,yes,0,PASS
D19-20,D19,Policy,allowed limitation misclassified,flag a limitation statement as a positive overclaim,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,CONTEXT_FALSE_POSITIVE,4,true,examples/corrupted_artifact_cases_extended/d19/case_20,yes,yes,0,PASS
